3.737		295.442
3.738		376.942
3.739		476.274
3.74		587.184
3.741		703.418
3.742		818.722
3.743		926.843
3.744		1021.527
3.745		1115.454
3.746		1166.431
3.747		1228.35
3.748		1369.883
3.749		1499.12
3.75		1611.27
3.751		1713.107
3.752		1801.164
3.753		1883.123
3.754		1984.984
3.755		2108.788
3.756		2240.136
3.757		2386.131
3.758		2534.07
3.759		2682.766
3.76		2833.817
3.761		2977.495
3.762		3130.877
3.763		3280.435
3.764		3441.457
3.765		3606.537
3.766		3768.271
3.767		3935.899
3.768		4089.77
3.769		4230.732
3.77		4372.078
3.771		4508.338
3.772		4622.952
3.773		4712.793
3.774		4767.988
3.775		4773.955
3.776		4721.284
3.777		4616.586
3.778		4470.64
3.779		4290.783
3.78		4075.906
3.781		3818.006
3.782		3507.534
3.783		3150.329
3.784		2764.948
3.785		2370.428
3.786		1987.393
3.787		1637.778
3.788		1367.846
3.789		1161.157
3.79		987.215
3.791		838.165
3.792		699.615
3.793		577.792
3.794		470.754
3.795		383.326
3.796		310.892
3.797		249.383
3.798		200.07
3.799		165.289
3.8		141.231
3.801		123.953
3.802		110.315
3.803		96.669
3.804		82.859
3.805		71.843
3.806		62.612
3.807		58.812
3.808		54.945
3.809		50.966
3.81		46.832
3.811		42.501
3.812		40.64
3.813		39.108
3.814		37.643
3.815		36.298
3.816		35.124
3.817		34.174
3.818		33.497
3.819		33.146
3.82		33.173
3.821		33.629
3.822		34.565
3.823		36.033
3.824		38.084
3.825		40.771
3.826		44.144
3.827		48.255
3.828		53.151
3.829		58.818
3.83		65.181
3.831		72.16
3.832		79.674
3.833		87.642
3.834		95.984
3.835		104.62
3.836		113.469
3.837		122.45
3.838		131.482
3.839		140.486
3.84		149.381
3.841		158.086
3.842		166.521
3.843		174.605
3.844		182.431
3.845		192.977
3.846		202.331
3.847		210.455
3.848		217.307
3.849		222.849
3.85		227.041
3.851		229.843
3.852		231.214
3.853		231.116
3.854		229.508
3.855		226.423
3.856		222.596
3.857		217.992
3.858		212.939
3.859		207.766
3.86		202.801
3.861		198.373
3.862		194.81
3.863		192.44
3.864		191.593
3.865		192.597
3.866		195.781
3.867		201.472
3.868		208.55
3.869		213.421
3.87		218.92
3.871		224.999
3.872		231.608
3.873		238.7
3.874		246.226
3.875		254.137
3.876		262.385
3.877		270.923
3.878		279.7
3.879		288.67
3.88		297.783
3.881		306.99
3.882		316.245
3.883		325.497
3.884		334.7
3.885		343.803
3.886		352.76
3.887		361.52
3.888		370.037
3.889		378.261
3.89		386.145
3.891		393.639
3.892		400.695
3.893		407.265
3.894		413.3
3.895		420.742
3.896		433.652
3.897		441.039
3.898		443.837
3.899		442.978
3.9		439.396
3.901		434.025
3.902		427.797
3.903		421.647
3.904		418.251
3.905		415.522
3.906		413.052
3.907		410.787
3.908		408.674
3.909		406.66
3.91		404.692
3.911		402.715
3.912		400.678
3.913		398.525
3.914		396.205
3.915		393.664
3.916		390.848
3.917		387.704
3.918		384.179
3.919		380.316
3.92		376.063
3.921		371.45
3.922		366.504
3.923		361.255
3.924		355.729
3.925		349.954
3.926		343.96
3.927		337.774
3.928		331.425
3.929		324.939
3.93		318.346
3.931		311.674
3.932		304.95
3.933		298.203
3.934		291.344
3.935		284.492
3.936		277.687
3.937		270.948
3.938		264.296
3.939		257.75
3.94		251.33
3.941		245.056
3.942		238.949
3.943		233.029
3.944		227.314
3.945		221.827
3.946		216.585
3.947		211.61
3.948		206.923
3.949		202.617
3.95		198.588
3.951		194.818
3.952		191.292
3.953		187.991
3.954		184.898
3.955		181.997
3.956		179.271
3.957		176.702
3.958		174.274
3.959		171.969
3.96		169.77
3.961		167.66
3.962		165.623
3.963		163.64
3.964		161.663
3.965		159.708
3.966		157.77
3.967		155.836
3.968		153.896
3.969		151.938
3.97		149.95
3.971		147.922
3.972		145.842
3.973		143.699
3.974		141.481
3.975		139.177
3.976		136.776
3.977		134.267
3.978		131.639
3.979		128.937
3.98		126.123
3.981		123.206
3.982		120.199
3.983		117.115
3.984		113.965
3.985		110.76
3.986		107.514
3.987		104.237
3.988		100.943
3.989		97.642
3.99		94.346
3.991		91.068
3.992		87.82
3.993		84.614
3.994		81.41
3.995		78.303
3.996		75.354
3.997		72.615
3.998		70.141
3.999		67.986
4		66.202
4.001		64.843
4.002		63.962
4.003		63.614
4.004		63.852
4.005		64.729
4.006		66.298
4.007		68.614
4.008		71.727
4.009		75.592
4.01		80.232
4.011		85.607
4.012		91.674
4.013		98.391
4.014		105.716
4.015		113.609
4.016		122.027
4.017		130.928
4.018		140.271
4.019		150.014
4.02		160.115
4.021		170.533
4.022		181.225
4.023		192.151
4.024		204.32
4.025		216.787
4.026		229.341
4.027		241.907
4.028		254.41
4.029		266.775
4.03		278.927
4.031		290.79
4.032		302.29
4.033		313.352
4.034		323.9
4.035		333.86
4.036		343.157
4.037		351.332
4.038		357.342
4.039		362.911
4.04		368.055
4.041		372.79
4.042		377.133
4.043		381.101
4.044		384.709
4.045		387.976
4.046		390.917
4.047		393.55
4.048		395.89
4.049		397.955
4.05		399.761
4.051		401.324
4.052		402.662
4.053		403.791
4.054		404.727
4.055		405.55
4.056		406.372
4.057		406.907
4.058		407.214
4.059		407.353
4.06		407.383
4.061		407.364
4.062		407.353
4.063		407.411
4.064		407.596
4.065		407.968
4.066		408.586
4.067		409.496
4.068		410.455
4.069		411.593
4.07		412.866
4.071		414.233
4.072		415.651
4.073		417.077
4.074		418.47
4.075		419.786
4.076		420.985
4.077		422.023
4.078		422.858
4.079		423.447
4.08		423.749
4.081		423.722
4.082		423.322
4.083		422.443
4.084		421.053
4.085		419.244
4.086		417.084
4.087		414.643
4.088		411.989
4.089		409.192
4.09		406.319
4.091		403.441
4.092		400.624
4.093		397.94
4.094		395.455
