4.095		393.24
4.096		391.363
4.097		389.989
4.098		388.991
4.099		388.262
4.1		387.764
4.101		387.459
4.102		387.309
4.103		387.276
4.104		387.323
4.105		387.412
4.106		387.504
4.107		387.562
4.108		387.548
4.109		387.423
4.11		387.151
4.111		386.693
4.112		386.011
4.113		385.159
4.114		384.107
4.115		382.836
4.116		381.343
4.117		379.626
4.118		377.683
4.119		375.512
4.12		373.11
4.121		370.476
4.122		367.607
4.123		364.501
4.124		361.156
4.125		357.57
4.126		353.74
4.127		349.665
4.128		345.343
4.129		340.77
4.13		335.836
4.131		328.682
4.132		321.122
4.133		313.242
4.134		305.125
4.135		296.857
4.136		288.523
4.137		280.208
4.138		271.997
4.139		263.973
4.14		256.223
4.141		248.832
4.142		241.883
4.143		235.623
4.144		230.165
4.145		225.171
4.146		220.612
4.147		216.461
4.148		212.691
4.149		209.276
4.15		206.186
4.151		203.396
4.152		200.877
4.153		198.603
4.154		196.546
4.155		194.68
4.156		192.976
4.157		191.587
4.158		190.392
4.159		189.292
4.16		188.295
4.161		187.408
4.162		186.637
4.163		185.99
4.164		185.473
4.165		185.094
4.166		184.86
4.167		184.777
4.168		184.853
4.169		185.094
4.17		185.509
4.171		186.102
4.172		186.883
4.173		187.857
4.174		189.002
4.175		190.319
4.176		191.791
4.177		193.398
4.178		195.121
4.179		196.941
4.18		198.836
4.181		200.789
4.182		202.779
4.183		204.786
4.184		206.791
4.185		208.774
4.186		210.716
4.187		212.597
4.188		214.397
4.189		216.096
4.19		217.676
4.191		219.446
4.192		221.109
4.193		222.522
4.194		223.691
4.195		224.622
4.196		225.321
4.197		225.797
4.198		226.055
4.199		226.101
4.2		225.942
4.201		225.586
4.202		225.037
4.203		224.304
4.204		223.516
4.205		222.595
4.206		221.523
4.207		220.289
4.208		218.882
4.209		217.294
4.21		215.512
4.211		213.527
4.212		211.33
4.213		208.909
4.214		206.254
4.215		203.356
4.216		200.203
4.217		196.786
4.218		193.1
4.219		189.213
4.22		185.085
4.221		180.744
4.222		176.221
4.223		171.544
4.224		166.743
4.225		161.848
4.226		156.888
4.227		151.891
4.228		146.888
4.229		141.908
4.23		136.981
4.231		132.135
4.232		127.4
4.233		122.805
4.234		118.297
4.235		113.966
4.236		109.823
4.237		105.874
4.238		102.124
4.239		98.577
4.24		95.239
4.241		92.114
4.242		89.208
4.243		86.526
4.244		84.073
4.245		81.853
4.246		79.872
4.247		78.134
4.248		76.648
4.249		75.43
4.25		74.436
4.251		73.648
4.252		73.049
4.253		72.62
4.254		72.345
4.255		72.204
4.256		72.18
4.257		72.255
4.258		72.412
4.259		72.632
4.26		72.897
4.261		73.19
4.262		73.493
4.263		73.787
4.264		74.073
4.265		74.328
4.266		74.551
4.267		74.74
4.268		74.895
4.269		75.014
4.27		75.097
4.271		75.142
4.272		75.148
4.273		75.116
4.274		75.043
4.275		74.929
4.276		74.772
4.277		74.572
4.278		74.334
4.279		74.059
4.28		73.747
4.281		73.401
4.282		73.024
4.283		72.619
4.284		72.188
4.285		71.735
4.286		71.263
4.287		70.774
4.288		70.27
4.289		69.756
4.29		69.234
4.291		68.706
4.292		68.177
4.293		67.702
4.294		67.235
4.295		66.776
4.296		66.327
4.297		65.892
4.298		65.474
4.299		65.077
4.3		64.704
4.301		64.359
4.302		64.045
4.303		63.765
4.304		63.523
4.305		63.322
4.306		63.166
4.307		63.059
4.308		63.002
4.309		63.002
4.31		63.074
4.311		63.204
4.312		63.377
4.313		63.575
4.314		63.78
4.315		63.976
4.316		64.146
4.317		64.273
4.318		64.339
4.319		64.327
4.32		64.221
4.321		64.003
4.322		63.656
4.323		63.216
4.324		62.714
4.325		62.129
4.326		61.476
4.327		60.769
4.328		60.023
4.329		59.251
4.33		58.469
4.331		57.69
4.332		56.93
4.333		56.203
4.334		55.522
4.335		54.903
4.336		54.36
4.337		53.907
4.338		53.559
4.339		53.33
4.34		53.229
4.341		53.33
4.342		53.626
4.343		54.101
4.344		54.738
4.345		55.52
4.346		56.431
4.347		57.455
4.348		58.575
4.349		59.774
4.35		61.037
4.351		62.345
4.352		63.684
4.353		64.882
4.354		66.041
4.355		67.207
4.356		68.382
4.357		69.565
4.358		70.759
4.359		71.963
4.36		73.178
4.361		74.405
4.362		75.644
4.363		76.896
4.364		78.161
4.365		79.441
4.366		80.735
4.367		82.044
4.368		83.311
4.369		84.515
4.37		85.727
4.371		86.945
4.372		88.165
4.373		89.386
4.374		90.602
4.375		91.812
4.376		93.012
4.377		94.199
4.378		95.371
4.379		96.524
4.38		97.654
4.381		98.76
4.382		99.837
4.383		100.883
4.384		101.895
4.385		103.022
4.386		104.321
4.387		105.54
4.388		106.678
4.389		107.733
4.39		108.706
4.391		109.594
4.392		110.396
4.393		111.111
4.394		111.738
4.395		112.275
4.396		112.723
4.397		113.046
4.398		113.239
4.399		113.394
4.4		113.514
4.401		113.603
4.402		113.661
4.403		113.693
4.404		113.701
4.405		113.687
4.406		113.654
4.407		113.606
4.408		113.544
4.409		113.472
4.41		113.391
4.411		113.306
4.412		113.218
4.413		113.13
4.414		113.045
4.415		112.956
4.416		112.845
4.417		112.745
4.418		112.65
4.419		112.552
4.42		112.445
4.421		112.322
4.422		112.176
4.423		112
4.424		111.786
4.425		111.529
4.426		111.221
4.427		110.954
4.428		110.675
4.429		110.378
4.43		110.069
4.431		109.754
4.432		109.439
4.433		109.13
4.434		108.834
4.435		108.557
4.436		108.304
4.437		108.082
4.438		107.898
4.439		107.756
4.44		107.664
4.441		107.627
4.442		107.651
4.443		107.739
4.444		107.879
4.445		108.058
4.446		108.261
4.447		108.476
4.448		108.689
4.449		108.885
4.45		109.051
4.451		109.173
4.452		109.237
4.453		109.23
4.454		109.137
4.455		108.946
4.456		108.641
4.457		108.21
4.458		107.638
4.459		106.649
4.46		105.261
4.461		103.561
4.462		101.557
4.463		99.26
4.464		96.679
4.465		93.822
4.466		90.699
4.467		87.319
4.468		83.692
4.469		79.826
4.47		76.55
4.471		74.124
4.472		71.655
4.473		69.167
4.474		66.683
4.475		64.225
4.476		61.815
4.477		59.477
4.478		57.231
4.479		55.102
4.48		53.111
4.481		51.281
4.482		49.635
4.483		48.195
4.484		46.984
4.485		46.023
4.486		45.336
4.487		44.946
4.488		44.874
4.489		45.143
4.49		46.055
4.491		47.591
4.492		49.68
4.493		52.262
4.494		55.275
4.495		58.658
4.496		62.35
4.497		66.291
4.498		70.42
4.499		74.676
4.5		78.998
4.501		83.324
4.502		87.595
4.503		91.749
4.504		95.236
4.505		98.153
4.506		100.942
4.507		103.597
4.508		106.115
4.509		108.489
4.51		110.714
4.511		112.786
4.512		114.698
4.513		116.447
4.514		118.027
4.515		119.433
4.516		120.66
4.517		121.703
4.518		122.555
4.519		123.214
4.52		123.673
4.521		123.927
4.522		123.971
4.523		123.536
4.524		122.21
4.525		120.116
4.526		117.373
4.527		114.097
4.528		110.406
4.529		106.417
4.53		102.247
4.531		98.014
4.532		95.375
4.533		93.329
4.534		91.307
4.535		89.312
4.536		87.345
4.537		85.408
4.538		83.504
4.539		81.635
4.54		79.803
4.541		78.009
4.542		76.257
4.543		74.547
4.544		72.883
4.545		71.266
4.546		69.698
4.547		68.182
4.548		66.719
4.549		65.311
4.55		63.824
4.551		62.315
4.552		60.88
4.553		59.517
4.554		58.22
4.555		56.987
4.556		55.814
4.557		54.695
4.558		53.629
4.559		52.61
4.56		51.634
4.561		50.699
4.562		49.799
4.563		48.932
4.564		48.092
4.565		47.255
4.566		46.34
4.567		45.462
4.568		44.629
4.569		43.849
4.57		43.129
4.571		42.477
4.572		41.901
4.573		41.409
4.574		41.007
4.575		40.705
4.576		40.508
4.577		40.426
4.578		40.466
4.579		40.649
4.58		40.97
4.581		41.411
4.582		41.954
4.583		42.582
4.584		43.279
4.585		44.027
4.586		44.809
4.587		45.609
4.588		46.408
4.589		47.189
4.59		47.937
4.591		49.04
4.592		50.16
4.593		51.26
4.594		52.37
4.595		53.47
4.596		54.58
4.597		55.69
4.598		56.8
4.599		57.9
4.6		59.01
4.601	58	
4.602	58	
4.603	58	
4.604	58	
4.605	58	
4.606	58	
4.607	58	
4.608	58	
4.609	58	
4.61	58	
4.611	58	
4.612	58	
4.613	58	
4.614	57.5	
4.615	57.5	
4.616	57.5	
4.617	57.5	
4.618	57.5	
4.619	57.5	
4.62	57.5	
4.621	57.5	
4.622	57.5	
4.623	57.5	
4.624	57.5	
4.625	57.5	
4.626	57	
4.627	57	
4.628	57	
4.629	57	
4.63	57	
4.631	57	
4.632	57	
4.633	56.5	
4.634	56.5	
4.635	56.5	
4.636	56.5	
4.637	56.5	
4.638	56.5	
4.639	56.5	
4.64	56.5	
4.641	56.5	
4.642	56.5	
4.643	56.5	
4.644	56.5	
4.645	56.5	
4.646	56.5	
4.647	56.5	
4.648	56	
4.649	56	
4.65	56	
4.651	56	
4.652	56	
4.653	55.5	
4.654	55.5	
4.655	55.5	
4.656	55.5	
4.657	55.5	
4.658	55	
4.659	55	
4.66	55	
4.661	55	
4.662	55	
4.663	55	
4.664	55	
4.665	55	
4.666	55	
4.667	55	
4.668	55	
4.669	55	
4.67	55	
4.671	55	
4.672	55	
4.673	55	
4.674	55	
4.675	55	
4.676	55	
4.677	55	
4.678	55	
4.679	55	
4.68	55	
4.681	55	
4.682	55	
4.683	55	
4.684	55	
4.685	55	
4.686	55	
4.687	55	
4.688	55	
4.689	55	
4.69	55	
4.691	55	
4.692	55	
4.693	55	
4.694	55	
4.695	55.5	
4.696	55.5	
4.697	55.5	
4.698	55.5	
4.699	55.5	
4.7		55.5  
4.701	55.5	
4.702	55.5	
4.703	55.5	
4.704	55.5	
4.705	55.5	
4.706	55.5	
4.707	55.5	
4.708	55.5	
4.709	55.5	
